time,speed,lateralAcceleration,elapsedDistance,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz
45.44,54.24741976,-14.50502691,766.25,2.543754792,1,3.2,2268.307391,120,38.22501853,526.2234712,204.9549954,43.32358926,89.16513957,0,-15.6543353,1,56.21968367,1.8,1.3,-264.2769257,-9.554280244,0.14458398,-11.94353132,75.18091541,0,3076.823471
45.45,54.40168874,-14.49979601,766.5,2.582930215,1,3.2,2274.75801,120,38.33372295,529.2206786,206.1223562,42.61585531,89.10342752,0,-15.74917717,1,56.42761967,1.8,1.3,-265.2268209,-9.601263338,-0.296556068,-11.99058798,74.93835184,0,3079.820679
45.46,54.40168874,-14.49979601,766.5,2.582930215,1,3.2,2274.75801,120,38.33372295,529.2206786,206.1223562,42.61585531,89.10342752,0,-15.74917717,1,56.42761967,1.8,1.3,-265.2268209,-9.601263338,-0.296556068,-11.99058798,74.93835184,0,3079.820679
45.47,54.5576939,-14.49578212,766.75,2.619427225,1,3.2,2281.281226,120,38.44365077,532.2602731,207.306226,41.95028762,89.04084274,0,-15.84401903,1,56.63534896,1.8,1.3,-266.1710299,-9.438762631,1.028617113,-12.04166694,74.696566,0,3082.860273
45.48,54.71527761,-14.49288787,767,2.65351968,1,3.2,2287.870448,120,38.55469089,535.3394604,208.5055165,41.32253611,88.97744275,0,-15.93886089,1,56.84287605,1.8,1.3,-267.1318108,-9.294740462,0.914263663,-12.09673181,74.45561753,0,3085.93946
45.49,54.71527761,-14.49288787,767,2.65351968,1,3.2,2287.870448,120,38.55469089,535.3394604,208.5055165,41.32253611,88.97744275,0,-15.93886089,1,56.84287605,1.8,1.3,-267.1318108,-9.294740462,0.914263663,-12.09673181,74.45561753,0,3085.93946
45.5,54.87429799,-13.78291764,767.25,2.685445754,1,3.2,2294.519744,120,38.66674335,538.4557232,209.7192473,40.72881974,88.91327937,0,-16.85744658,1,58.8432799,1.8,1.3,-268.0400501,-8.943080443,2.23881244,-12.15588426,74.21540253,0,3089.055723
45.51,55.10108027,-13.16527929,767.5,3.840900677,1,3.2,2304.002442,120,38.8265437,542.9155359,211.4562677,21.96632365,88.82145252,0,-17.79447374,1,60.86863593,1.8,1.3,-268.8999698,-8.550917965,2.503923893,-12.21889682,73.97592781,0,3093.515536
45.52,55.10108027,-13.16527929,767.5,3.840900677,1,3.2,2304.002442,120,38.8265437,542.9155359,211.4562677,21.96632365,88.82145252,0,-17.79447374,1,60.86863593,1.8,1.3,-268.8999698,-8.550917965,2.503923893,-12.21889682,73.97592781,0,3093.515536
45.53,55.37328303,-12.6305705,767.75,4.629218032,1,3.2,2315.384357,120,39.01834925,548.2928584,213.5506423,9.106769344,88.71073427,0,-18.7315009,1,62.88222966,1.8,1.3,-269.7165007,-8.143621433,2.611300994,-12.28555967,73.73719875,0,3098.892858
45.54,55.37328303,-12.6305705,767.75,4.629218032,1,3.2,2315.384357,120,39.01834925,548.2928584,213.5506423,9.106769344,88.71073427,0,-18.7315009,1,62.88222966,1.8,1.3,-269.7165007,-8.143621433,2.611300994,-12.28555967,73.73719875,0,3098.892858
45.55,55.67661084,-12.1609841,768,5.184029762,1,3.2,2328.067738,120,39.2320868,554.3162682,215.8966569,0,88.58671319,0,-19.66852806,1,64.88734232,1.8,1.3,-270.4938566,-7.862874661,1.808844167,-12.35568451,73.49921753,0,3104.916268
45.56,55.9777408,-11.73387374,768.25,5.174659125,1,3.2,2340.659219,120,39.44427567,560.3285823,218.2383499,0,88.46292057,0,-20.60555522,1,66.88697847,1.8,1.3,-271.225941,-7.601195042,1.69523066,-12.42910142,73.26198396,0,3110.928582
45.57,55.9777408,-11.73387374,768.25,5.174659125,1,3.2,2340.659219,120,39.44427567,560.3285823,218.2383499,0,88.46292057,0,-20.60555522,1,66.88697847,1.8,1.3,-271.225941,-7.601195042,1.69523066,-12.42910142,73.26198396,0,3110.928582
45.58,56.27670947,-11.6741456,768.5,5.165305749,1,3.2,2353.160326,120,39.65494159,566.3298264,220.5757313,0,88.33935587,0,-20.93279811,1,67.58455029,1.8,1.3,-271.9469109,-7.462886087,0.900848531,-12.50557281,73.02561704,0,3116.929826
45.59,56.27670947,-11.6741456,768.5,5.165305749,1,3.2,2353.160326,120,39.65494159,566.3298264,220.5757313,0,88.33935587,0,-20.93279811,1,67.58455029,1.8,1.3,-271.9469109,-7.462886087,0.900848531,-12.50557281,73.02561704,0,3116.929826
45.6,56.57355236,-11.60655879,768.75,5.155969595,1,3.2,2365.572547,120,39.86410961,572.3200257,222.9088109,0,88.21601859,0,-21.27739336,1,68.31888177,1.8,1.3,-272.6562605,-7.364176732,0.646357985,-12.58504435,72.79013627,0,3122.920026
45.61,56.86830401,-11.54090636,769,5.146650623,1,3.2,2377.897324,120,40.07180405,578.2992055,225.2375987,0,88.09290819,0,-21.62198861,1,69.05310411,1.8,1.3,-273.3543611,-7.221368583,0.940053451,-12.66745846,72.5555624,0,3128.899206
45.62,56.86830401,-11.54090636,769,5.146650623,1,3.2,2377.897324,120,40.07180405,578.2992055,225.2375987,0,88.09290819,0,-21.62198861,1,69.05310411,1.8,1.3,-273.3543611,-7.221368583,0.940053451,-12.66745846,72.5555624,0,3128.899206
45.63,57.16099799,-11.47709777,769.25,5.137348795,1,3.2,2390.136061,120,40.27804856,584.2673908,227.5621042,0,87.97002418,0,-21.96658386,1,69.78734321,1.8,1.3,-274.0415667,-7.240156881,-0.124320809,-12.75275921,72.32191493,0,3134.867391
45.64,57.45166695,-11.41504806,769.5,5.12806407,1,3.2,2402.290124,120,40.48286616,590.2246062,229.8823372,0,87.84736603,0,-22.3111791,1,70.52172228,1.8,1.3,-274.7015549,-7.268988299,-0.191757302,-12.84089219,72.0892121,0,3140.824606
45.65,57.45166695,-11.41504806,769.5,5.12806407,1,3.2,2402.290124,120,40.48286616,590.2246062,229.8823372,0,87.84736603,0,-22.3111791,1,70.52172228,1.8,1.3,-274.7015549,-7.268988299,-0.191757302,-12.84089219,72.0892121,0,3140.824606
45.66,57.74034265,-11.95511818,769.75,5.118796412,1,3.2,2414.36084,120,40.68627923,596.1708763,232.1983072,0,87.72493324,0,-21.5178977,1,68.8313236,1.8,1.3,-275.3841275,-7.485313077,-1.446088959,-12.93164109,71.85768956,0,3146.770876
45.67,58.02705602,-12.56222185,770,5.109545781,1,3.2,2426.349504,120,40.88830955,602.1062253,234.5100236,0,87.60272531,0,-20.68186097,1,67.04966174,1.8,1.3,-276.0930804,-7.788080257,-2.034109187,-13.02507809,71.62742117,0,3152.706225
45.68,58.02705602,-12.56222185,770,5.109545781,1,3.2,2426.349504,120,40.88830955,602.1062253,234.5100236,0,87.60272531,0,-20.68186097,1,67.04966174,1.8,1.3,-276.0930804,-7.788080257,-2.034109187,-13.02507809,71.62742117,0,3152.706225
45.69,58.31183717,-13.22023901,770.25,5.10031214,1,3.2,2438.257373,120,41.08897835,608.0306775,236.8174959,0,87.48074175,0,-19.84582423,1,65.26602891,1.8,1.3,-276.8305743,-8.183724785,-2.671294742,-13.12129232,71.39848067,0,3158.630678
45.7,58.31183717,-13.22023901,770.25,5.10031214,1,3.2,2438.257373,120,41.08897835,608.0306775,236.8174959,0,87.48074175,0,-19.84582423,1,65.26602891,1.8,1.3,-276.8305743,-8.183724785,-2.671294742,-13.12129232,71.39848067,0,3158.630678
45.71,58.58345564,-13.93053217,770.5,4.888448187,1,3.2,2449.614857,120,41.28037218,613.7083243,239.0288417,3.276875792,87.36383988,0,-19.0097875,1,63.47847067,1.8,1.3,-277.5990465,-8.516437182,-2.257417131,-13.22037939,71.170949,0,3164.308324
45.72,58.80970791,-14.68413862,770.75,4.090938299,1,3.2,2459.075393,120,41.43979906,618.4578233,240.8786899,16.03005603,87.26604842,0,-18.17375076,1,61.68489578,1.8,1.3,-278.4137152,-8.830739875,-2.1424426,-13.32244213,70.9449153,0,3169.057823
45.73,58.80970791,-14.68413862,770.75,4.090938299,1,3.2,2459.075393,120,41.43979906,618.4578233,240.8786899,16.03005603,87.26604842,0,-18.17375076,1,61.68489578,1.8,1.3,-278.4137152,-8.830739875,-2.1424426,-13.32244213,70.9449153,0,3169.057823
45.74,58.97568442,-15.01378318,771,3.012663491,1,3.2,2466.015553,120,41.55675311,621.9536516,242.2402549,33.34665007,87.19406986,0,-17.87519705,1,61.04251776,1.8,1.3,-279.2462842,-9.033857533,-1.389897626,-13.42769308,70.72038812,0,3172.553652
45.75,59.10917499,-15.1597382,771.25,2.429844962,1,3.2,2471.597341,120,41.65081619,624.7724034,243.3381103,42.68308372,87.13603219,0,-17.7833302,1,60.84462543,1.8,1.3,-280.0829531,-9.146391709,-0.772224423,-13.53620144,70.49740163,0,3175.372403
45.76,59.10917499,-15.1597382,771.25,2.429844962,1,3.2,2471.597341,120,41.65081619,624.7724034,243.3381103,42.68308372,87.13603219,0,-17.7833302,1,60.84462543,1.8,1.3,-280.0829531,-9.146391709,-0.772224423,-13.53620144,70.49740163,0,3175.372403
45.77,59.22686128,-15.29919842,771.5,2.14701838,1,3.2,2476.518289,120,41.73374291,627.2627221,244.3080466,47.18557737,87.08475691,0,-17.69146335,1,60.64661992,1.8,1.3,-280.9237592,-9.241297606,-0.652730944,-13.64796117,70.2760098,0,3177.862722
45.78,59.32790524,-15.43157722,771.75,1.847073108,1,3.2,2480.743352,120,41.80494274,629.4048305,245.142361,51.97314825,87.04065123,0,-17.5995965,1,60.44849797,1.8,1.3,-281.7687406,-9.286757966,-0.31328363,-13.76296535,70.05626703,0,3180.004831
45.79,59.32790524,-15.43157722,771.75,1.847073108,1,3.2,2480.743352,120,41.80494274,629.4048305,245.142361,51.97314825,87.04065123,0,-17.5995965,1,60.44849797,1.8,1.3,-281.7687406,-9.286757966,-0.31328363,-13.76296535,70.05626703,0,3180.004831
45.8,59.41124116,-15.55616057,772,1.525970777,1,3.2,2484.227969,120,41.86366474,631.17428,245.8315312,57.1115957,87.00421853,0,-17.50772965,1,60.25025629,1.8,1.3,-282.6219504,-9.320625698,-0.233792854,-13.88120626,69.83822821,0,3181.77428
45.81,59.47544355,-15.51877201,772.25,1.177266542,1,3.2,2486.912534,120,41.90890445,632.5391662,246.3631309,62.70575012,86.97611574,0,-17.587861,1,60.42318039,1.8,1.3,-283.4719053,-9.308257779,0.085497093,-14.00270998,69.62192236,0,3183.139166
45.82,59.47544355,-15.51877201,772.25,1.177266542,1,3.2,2486.912534,120,41.90890445,632.5391662,246.3631309,62.70575012,86.97611574,0,-17.587861,1,60.42318039,1.8,1.3,-283.4719053,-9.308257779,0.085497093,-14.00270998,69.62192236,0,3183.139166
45.83,59.54703843,-15.4576956,772.5,1.314240002,1,3.2,2489.90621,120,41.95935323,634.062949,246.9566181,60.45650685,86.94474128,0,-17.69989057,1,60.66478835,1.8,1.3,-284.3163966,-9.228784483,0.549977633,-14.12744319,69.4073839,0,3184.662949
45.84,59.62935054,-15.40296817,772.75,1.512790868,1,3.2,2493.348018,120,42.01735381,635.8170961,247.6398282,57.20753855,86.90862366,0,-17.81192013,1,60.90622358,1.8,1.3,-285.1554899,-9.138639563,0.62457922,-14.25536041,69.19464799,0,3186.417096
45.85,59.62935054,-15.40296817,772.75,1.512790868,1,3.2,2493.348018,120,42.01735381,635.8170961,247.6398282,57.20753855,86.90862366,0,-17.81192013,1,60.90622358,1.8,1.3,-285.1554899,-9.138639563,0.62457922,-14.25536041,69.19464799,0,3186.417096
45.86,59.28358066,-15.12969368,773,-8.988883831,1,3.2,2478.889959,120,41.77370977,628.4647101,244.7762003,54.41629716,0,35.9232459,-17.9239497,1,61.147492,1.3,1.8,-285.9892498,-8.976320246,1.110315222,-14.38641624,68.98374874,0,3179.06471
45.87,58.78817519,-14.78547327,773.25,-9.987888046,1,3.2,2458.175022,120,41.4246262,618.005019,240.7023304,51.97014358,0,40.70918863,-18.03597926,1,61.38859941,1.3,1.8,-286.8177397,-8.885769345,0.613541592,-14.52056535,68.77471919,0,3168.605019
45.88,58.78817519,-14.78547327,773.25,-9.987888046,1,3.2,2458.175022,120,41.4246262,618.005019,240.7023304,51.97014358,0,40.70918863,-18.03597926,1,61.38859941,1.3,1.8,-286.8177397,-8.885769345,0.613541592,-14.52056535,68.77471919,0,3168.605019
45.89,58.23245835,-14.41770935,773.5,-10.0810923,1,3.2,2434.938219,120,41.03304469,606.3764027,236.1731843,49.79468837,0,41.37303164,-18.14800883,1,61.62955159,1.3,1.8,-287.633688,-8.774439628,0.746994481,-14.65776254,68.56759133,0,3156.976403
45.9,57.66604638,-14.31711367,773.75,-10.3704501,1,3.2,2411.254208,120,40.63392694,594.6376406,231.6011383,47.83781869,0,42.9531512,-17.92172791,1,61.1427087,1.3,1.8,-288.4612022,-8.739465613,0.232271292,-14.79789212,68.36244306,0,3145.237641
45.91,57.66604638,-14.31711367,773.75,-10.3704501,1,3.2,2411.254208,120,40.63392694,594.6376406,231.6011383,47.83781869,0,42.9531512,-17.92172791,1,61.1427087,1.3,1.8,-288.4612022,-8.739465613,0.232271292,-14.79789212,68.36244306,0,3145.237641
45.92,57.07736719,-14.14702542,774,-10.67117285,1,3.2,2386.639114,120,40.21911877,582.558988,226.8967107,57.559154,0,44.6056963,-17.76878486,1,60.81328271,1.3,1.8,-289.2955281,-8.709767333,0.195117897,-14.94097734,68.15932943,0,3133.158988
45.93,57.07736719,-14.14702542,774,-10.67117285,1,3.2,2386.639114,120,40.21911877,582.558988,226.8967107,57.559154,0,44.6056963,-17.76878486,1,60.81328271,1.3,1.8,-289.2955281,-8.709767333,0.195117897,-14.94097734,68.15932943,0,3133.158988
45.94,56.46504858,-13.96532378,774.25,-10.98238756,1,3.2,2361.035558,120,39.78765327,570.1267982,222.0545865,66.08148259,0,46.32832345,-17.61584181,1,60.48354156,1.3,1.8,-290.1367782,-8.641154564,0.445697931,-15.08701348,67.95830912,0,3120.726798
45.95,55.82767771,-13.77139032,774.5,-11.30313343,1,3.2,2334.384465,120,39.33853489,557.3283922,217.0698274,0,0,48.1182941,-17.46289876,1,60.15347019,1.3,1.8,-290.9850675,-8.684732236,-0.279707614,-15.2359949,67.75944173,0,3107.928392
45.96,55.82767771,-13.77139032,774.5,-11.30313343,1,3.2,2334.384465,120,39.33853489,557.3283922,217.0698274,0,0,48.1182941,-17.46289876,1,60.15347019,1.3,1.8,-290.9850675,-8.684732236,-0.279707614,-15.2359949,67.75944173,0,3107.928392
45.97,55.16379752,-13.56461129,774.75,-10.55948191,1,3.2,2306.624908,120,38.87073692,544.1521559,211.9379099,0,0,44.91533425,-17.30995572,1,59.82305322,1.3,1.8,-291.8283368,-8.725327078,-0.257598849,-15.38791501,67.5627878,0,3094.752156
45.98,55.16379752,-13.56461129,774.75,-10.55948191,1,3.2,2306.624908,120,38.87073692,544.1521559,211.9379099,0,0,44.91533425,-17.30995572,1,59.82305322,1.3,1.8,-291.8283368,-8.725327078,-0.257598849,-15.38791501,67.5627878,0,3094.752156
45.99,54.53646086,-13.77012937,775,-9.738871579,1,3.2,2280.393386,120,38.42868907,531.8460581,207.1448964,0,0,41.30467653,-16.66598091,1,58.42766485,1.3,1.8,-292.7038542,-8.902635416,-1.113062707,-15.5426538,67.36846523,0,3082.446058
46,53.9516044,-13.98440479,775.25,-8.671723762,1,3.2,2255.938136,120,38.01657456,520.5000447,202.7258192,0,0,36.47934082,-16.0605251,1,57.10880519,1.3,1.8,-293.6109797,-9.142423742,-1.490611374,-15.7002913,67.17659365,0,3071.100045
46.01,53.9516044,-13.98440479,775.25,-8.671723762,1,3.2,2255.938136,120,38.01657456,520.5000447,202.7258192,0,0,36.47934082,-16.0605251,1,57.10880519,1.3,1.8,-293.6109797,-9.142423742,-1.490611374,-15.7002913,67.17659365,0,3071.100045
46.02,53.42570805,-14.25031995,775.5,-7.136614699,1,3.2,2233.948249,120,37.64600582,510.4022919,198.7929181,0,0,29.3760201,-15.45506928,1,55.7821092,1.3,1.8,-294.5521191,-9.478679604,-2.073215838,-15.86089535,66.98730228,0,3061.002292
46.03,53.42570805,-14.25031995,775.5,-7.136614699,1,3.2,2233.948249,120,37.64600582,510.4022919,198.7929181,0,0,29.3760201,-15.45506928,1,55.7821092,1.3,1.8,-294.5521191,-9.478679604,-2.073215838,-15.86089535,66.98730228,0,3061.002292
46.04,52.98934425,-14.59005535,775.75,-4.097211271,1,3.2,2215.702087,120,37.3385255,502.0987416,195.558828,0,0,15.05298273,-14.84961347,1,54.44639603,1.3,1.8,-295.5299639,-9.738100721,-1.591886205,-16.02453696,66.80073134,0,3052.698742
46.05,52.73762711,-15.06604975,776,-2.837238002,1,3.2,2205.17676,120,37.16115499,497.3397974,193.705301,0,0,9.115990815,-14.24415765,1,53.10038275,1.3,1.8,-296.5633035,-10.00051015,-1.604883571,-16.19129048,66.61703338,0,3047.939797
46.06,52.73762711,-15.06604975,776,-2.837238002,1,3.2,2205.17676,120,37.16115499,497.3397974,193.705301,0,0,9.115990815,-14.24415765,1,53.10038275,1.3,1.8,-296.5633035,-10.00051015,-1.604883571,-16.19129048,66.61703338,0,3047.939797
46.07,52.56273799,-15.15984802,776.25,-2.82090698,1,3.2,2197.863927,120,37.03792074,494.0466989,192.4226958,0,0,9.072434438,-14.06229195,1,52.69385167,1.3,1.8,-297.6132168,-10.13707328,-0.832441372,-16.36135138,66.43634955,0,3044.646699
46.08,52.56273799,-15.15984802,776.25,-2.82090698,1,3.2,2197.863927,120,37.03792074,494.0466989,192.4226958,0,0,9.072434438,-14.06229195,1,52.69385167,1.3,1.8,-297.6132168,-10.13707328,-0.832441372,-16.36135138,66.43634955,0,3044.646699
46.09,52.38827647,-15.14415031,776.5,-2.795591158,1,3.2,2190.568975,120,36.9149878,490.7725506,191.1474713,0,0,8.985762147,-13.98357798,1,52.51756227,1.3,1.8,-298.668614,-10.20329981,-0.402357235,-16.5347352,66.25877045,0,3041.372551
46.1,52.38827647,-15.14415031,776.5,-2.795591158,1,3.2,2190.568975,120,36.9149878,490.7725506,191.1474713,0,0,8.985762147,-13.98357798,1,52.51756227,1.3,1.8,-298.668614,-10.20329981,-0.402357235,-16.5347352,66.25877045,0,3041.372551
46.11,52.21480622,-15.12918711,776.75,-2.752325802,1,3.2,2183.315471,120,36.79275335,487.5277985,189.8836961,0,0,8.812956066,-13.90486401,1,52.3410644,1.3,1.8,-299.7295482,-10.31375681,-0.668875839,-16.71140342,66.08437263,0,3038.127798
46.12,52.04345835,-15.11562224,777,-0.899007672,1,3.2,2176.150713,120,36.67201442,484.3333107,188.6394981,0,0,1.49E-06,-13.82615003,1,52.16435469,1.3,1.8,-300.7960733,-10.24948597,0.388775138,-16.89131572,65.9132328,0,3034.933311
46.13,52.04345835,-15.11562224,777,-0.899007672,1,3.2,2176.150713,120,36.67201442,484.3333107,188.6394981,0,0,1.49E-06,-13.82615003,1,52.16435469,1.3,1.8,-300.7960733,-10.24948597,0.388775138,-16.89131572,65.9132328,0,3034.933311
46.14,51.98742971,-15.16945515,777.25,0,1,3.2,2173.807926,120,36.63253428,483.2910306,188.2335479,0,12.35666886,0,-13.74743606,1,51.98742971,1.3,1.8,-301.888075,-10.19681472,0.318609024,-17.07442992,65.74542777,0,3033.891031
46.15,51.98742971,-15.16945515,777.25,0,1,3.2,2173.807926,120,36.63253428,483.2910306,188.2335479,0,12.35666886,0,-13.74743606,1,51.98742971,1.3,1.8,-301.888075,-10.19681472,0.318609024,-17.07442992,65.74542777,0,3033.891031
46.16,51.93140111,-14.64320551,777.5,-0.899007203,1,3.2,2171.46514,120,36.59305416,482.2498739,187.8280352,99.99999747,90.07054918,0,-14.21081288,1,53.02592611,1.8,1.3,-302.944128,-9.968390514,1.381740774,-17.26085402,65.58101497,0,3032.849874
46.17,52.04563432,-14.23880719,777.75,1.830953983,1,3.2,2176.241699,120,36.6735477,484.373812,188.6552726,55.88177995,90.02681762,0,-14.67878135,1,54.06771365,1.8,1.3,-303.9660688,-9.692867061,1.664848503,-17.45042401,65.41994081,0,3034.973812
46.18,52.04563432,-14.23880719,777.75,1.830953983,1,3.2,2176.241699,120,36.6735477,484.373812,188.6552726,55.88177995,90.02681762,0,-14.67878135,1,54.06771365,1.8,1.3,-303.9660688,-9.692867061,1.664848503,-17.45042401,65.41994081,0,3034.973812
46.19,52.21570839,-13.88922122,778,2.731979344,1,3.2,2183.353195,120,36.79338906,487.5446458,189.8902579,41.25846035,89.96153064,0,-15.14674981,1,55.10312175,1.8,1.3,-304.9560393,-9.375929676,1.919304518,-17.64298521,65.26215157,0,3038.144646
46.2,52.21570839,-13.88922122,778,2.731979344,1,3.2,2183.353195,120,36.79338906,487.5446458,189.8902579,41.25846035,89.96153064,0,-15.14674981,1,55.10312175,1.8,1.3,-304.9560393,-9.375929676,1.919304518,-17.64298521,65.26215157,0,3038.144646
46.21,52.42379284,-13.58056138,778.25,3.35348046,1,3.2,2192.05406,120,36.94001413,491.4382098,191.4067341,31.12880776,89.88136275,0,-15.61471828,1,56.13276306,1.8,1.3,-305.9159865,-9.220272368,0.945707425,-17.83839348,65.10759449,0,3042.03821
46.22,52.42379284,-13.58056138,778.25,3.35348046,1,3.2,2192.05406,120,36.94001413,491.4382098,191.4067341,31.12880776,89.88136275,0,-15.61471828,1,56.13276306,1.8,1.3,-305.9159865,-9.220272368,0.945707425,-17.83839348,65.10759449,0,3042.03821
46.23,52.6605276,-13.30475272,778.5,3.83041169,1,3.2,2201.952912,120,37.10682742,495.8866934,193.139342,23.31871863,89.78976916,0,-16.08268675,1,57.157211,1.8,1.3,-306.8320769,-9.071312108,0.908625595,-18.03651429,64.95621779,0,3046.486693
46.24,52.91993313,-13.53773467,778.75,4.216182794,1,3.2,2212.799723,120,37.28961549,500.7841977,195.0468357,16.96876034,89.6889303,0,-15.96200984,1,56.89349894,1.8,1.3,-307.7552365,-9.089891917,-0.113844629,-18.237071,64.80799773,0,3051.384198
46.25,52.91993313,-13.53773467,778.75,4.216182794,1,3.2,2212.799723,120,37.28961549,500.7841977,195.0468357,16.96876034,89.6889303,0,-15.96200984,1,56.89349894,1.8,1.3,-307.7552365,-9.089891917,-0.113844629,-18.237071,64.80799773,0,3051.384198
46.26,53.16144942,-13.7479816,779,3.944761036,1,3.2,2222.898511,120,37.45979805,505.3655917,196.8312099,21.23454044,89.5946001,0,-15.86169822,1,56.67404866,1.8,1.3,-308.6838251,-9.159856859,-0.430810097,-18.44003641,64.66299482,0,3055.965592
46.27,53.16144942,-13.7479816,779,3.944761036,1,3.2,2222.898511,120,37.45979805,505.3655917,196.8312099,21.23454044,89.5946001,0,-15.86169822,1,56.67404866,1.8,1.3,-308.6838251,-9.159856859,-0.430810097,-18.44003641,64.66299482,0,3055.965592
46.28,53.38592498,-13.95256712,779.25,3.683162387,1,3.2,2232.284756,120,37.61797299,509.6424401,198.4969689,25.34942965,89.50654045,0,-15.7613866,1,56.45437312,1.8,1.3,-309.617906,-9.243514976,-0.51747695,-18.64537363,64.52126676,0,3060.24244
46.29,53.59278693,-14.15096683,779.5,3.40849276,1,3.2,2240.934503,120,37.76373664,513.5996585,200.0382374,29.68334229,89.42506193,0,-15.66107498,1,56.234467,1.8,1.3,-310.5575435,-9.335713141,-0.572710513,-18.85304441,64.38287138,0,3064.199658
46.3,53.59278693,-14.15096683,779.5,3.40849276,1,3.2,2240.934503,120,37.76373664,513.5996585,200.0382374,29.68334229,89.42506193,0,-15.66107498,1,56.234467,1.8,1.3,-310.5575435,-9.335713141,-0.572710513,-18.85304441,64.38287138,0,3064.199658
46.31,53.78136301,-14.34259414,779.75,3.119233842,1,3.2,2248.819644,120,37.8966153,517.2204072,201.4484568,34.26120946,89.35051127,0,-15.56076337,1,56.0143249,1.8,1.3,-311.5021598,-9.43100277,-0.59420744,-19.06300905,64.24786662,0,3067.820407
46.32,53.78136301,-14.34259414,779.75,3.119233842,1,3.2,2248.819644,120,37.8966153,517.2204072,201.4484568,34.26120946,89.35051127,0,-15.56076337,1,56.0143249,1.8,1.3,-311.5021598,-9.43100277,-0.59420744,-19.06300905,64.24786662,0,3067.820407
46.33,53.95085159,-14.54741378,780,2.813372509,1,3.2,2255.906657,120,38.01604409,520.4855191,202.7201617,39.11600769,89.28328312,0,-15.43852534,1,55.74573657,1.8,1.3,-312.4534216,-9.531166543,-0.626799424,-19.27522062,64.11631081,0,3071.085519
46.34,54.09775437,-14.75511092,780.25,2.446151236,1,3.2,2262.049266,120,38.11955798,523.3238383,203.8256382,44.9719637,89.22484256,0,-15.30421277,1,55.45019197,1.8,1.3,-313.4125311,-9.635011887,-0.651885682,-19.48963635,63.98826678,0,3073.923838
46.35,54.09775437,-14.75511092,780.25,2.446151236,1,3.2,2262.049266,120,38.11955798,523.3238383,203.8256382,44.9719637,89.22484256,0,-15.30421277,1,55.45019197,1.8,1.3,-313.4125311,-9.635011887,-0.651885682,-19.48963635,63.98826678,0,3073.923838
46.36,54.21857956,-14.95231872,780.5,2.017398656,1,3.2,2267.101463,120,38.20469651,525.6640949,204.737128,51.83363856,89.17665704,0,-15.1699002,1,55.1541888,1.8,1.3,-314.3796198,-9.77104953,-0.856297047,-19.70621671,63.86380024,0,3076.264095
46.37,54.21857956,-14.95231872,780.5,2.017398656,1,3.2,2267.101463,120,38.20469651,525.6640949,204.737128,51.83363856,89.17665704,0,-15.1699002,1,55.1541888,1.8,1.3,-314.3796198,-9.77104953,-0.856297047,-19.70621671,63.86380024,0,3076.264095
46.38,54.31015822,-15.13689256,780.75,1.532489066,1,3.2,2270.930743,120,38.26922669,527.4413553,205.4293403,59.61592094,89.14006352,0,-15.03558763,1,54.85771324,1.8,1.3,-315.3548228,-9.811956231,-0.258064755,-19.92492041,63.74297737,0,3078.041355
46.39,54.3672795,-15.30547353,781,0.957489492,1,3.2,2273.319218,120,38.30947675,528.5514228,205.8616926,68.86915214,89.1172074,0,-14.90127506,1,54.56075121,1.8,1.3,-316.3480921,-9.856994401,-0.284608532,-20.14570433,63.62586481,0,3079.151423
46.4,54.3672795,-15.30547353,781,0.957489492,1,3.2,2273.319218,120,38.30947675,528.5514228,205.8616926,68.86915214,89.1172074,0,-14.90127506,1,54.56075121,1.8,1.3,-316.3480921,-9.856994401,-0.284608532,-20.14570433,63.62586481,0,3079.151423
46.41,54.37819655,-15.1307376,781.25,0.183188429,1,3.2,2273.775705,120,38.31716937,528.7637124,205.9443757,81.36194088,89.11283639,0,-15.07941519,1,54.95450901,1.8,1.3,-317.3287536,-9.802138208,0.347015902,-20.36860809,63.51253466,0,3079.363712
46.42,54.37819655,-15.1307376,781.25,0.183188429,1,3.2,2273.775705,120,38.31716937,528.7637124,205.9443757,81.36194088,89.11283639,0,-15.07941519,1,54.95450901,1.8,1.3,-317.3287536,-9.802138208,0.347015902,-20.36860809,63.51253466,0,3079.363712
46.43,54.4379797,-15.00581309,781.5,1.003364189,1,3.2,2276.275484,120,38.3592951,529.9269925,206.3974533,68.09407701,89.08888463,0,-15.23840334,1,55.30521678,1.8,1.3,-318.2988876,-9.720251887,0.518110347,-20.59353859,63.40297776,0,3080.526993
46.44,54.52328728,-14.89744911,781.75,1.433324676,1,3.2,2279.842544,120,38.41940641,531.5891485,207.0448345,61.11220462,89.05466109,0,-15.39739149,1,55.65527255,1.8,1.3,-319.2587132,-9.611045726,0.691727834,-20.82041245,63.29718865,0,3082.189149
46.45,54.52328728,-14.89744911,781.75,1.433324676,1,3.2,2279.842544,120,38.41940641,531.5891485,207.0448345,61.11220462,89.05466109,0,-15.39739149,1,55.65527255,1.8,1.3,-319.2587132,-9.611045726,0.691727834,-20.82041245,63.29718865,0,3082.189149
