time,speed,lateralAcceleration,elapsedDistance,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz
2.91,71.7851973,-1.096799356,43.75,4.611800445,1,3.2,3001.633889,120,50.58287581,921.4713555,358.8972514,0,81.02704634,0,-362.5247055,1,119.5768704,1.8,1.3,2.023624177,-13.33383664,-105.2471398,-41.97336577,7.192711489,0,3472.071355
2.92,71.7851973,-1.096799356,43.75,4.611800445,1,3.2,3001.633889,120,50.58287581,921.4713555,358.8972514,0,81.02704634,0,-362.5247055,1,119.5768704,1.8,1.3,2.023624177,-13.33383664,-105.2471398,-41.97336577,7.192711489,0,3472.071355
2.93,71.99297354,-1.103157732,44,4.603474814,1,3.2,3010.321867,120,50.72928371,926.8133185,360.9778542,0,80.91705615,0,-362.5247055,1,119.5768704,1.8,1.3,1.971099507,-2.081586885,93.98539478,-42.29725051,7.277549955,0,3477.413319
2.94,72.19977611,-1.109504561,44.25,4.595164305,1,3.2,3018.969132,120,50.87500552,932.1455797,363.0546782,0,80.80726571,0,-362.5247055,1,119.5768704,1.8,1.3,-0.924839097,-11.60880812,-79.80727285,-42.62106311,7.362686815,0,3482.74558
2.95,72.40561408,0.596113185,44.5,4.58686889,1,3.2,3027.576063,120,51.02004763,937.4681574,365.1277307,0,80.69767465,0,678.5951529,1,119.5768704,1.8,1.3,-0.342406486,0.262452269,99.728386,-42.71149353,7.391419532,0,3488.068157
2.96,72.61049635,0.669314808,44.75,4.57858854,1,3.2,3036.143032,120,51.16441631,942.7810701,367.1970189,0,80.58828259,0,607.8037514,1,119.5768704,1.8,1.3,0.094922984,3.29413976,25.54128727,-42.81778814,7.424007003,0,3493.38107
2.97,72.61049635,0.669314808,44.75,4.57858854,1,3.2,3036.143032,120,51.16441631,942.7810701,367.1970189,0,80.58828259,0,607.8037514,1,119.5768704,1.8,1.3,0.094922984,3.29413976,25.54128727,-42.81778814,7.424007003,0,3493.38107
2.98,72.81443171,0.761808219,45,4.570323225,1,3.2,3044.670406,120,51.30811776,948.0843362,369.2625499,0,80.47908916,0,537.0123499,1,119.5768704,1.8,1.3,0.437680406,3.689202472,3.337732703,-42.93994895,7.460440972,0,3498.684336
2.99,73.01742878,0.882381281,45.25,4.562072917,1,3.2,3053.158548,120,51.45115805,953.377974,371.3243308,0,80.37009397,0,466.2209485,1,119.5768704,1.8,1.3,0.716233881,2.424061787,-10.71870689,-43.07797869,7.5007102,0,3503.977974
3,73.21949607,1.046114814,45.5,4.553837588,1,3.2,3061.607811,120,51.59354318,958.6620019,373.3823689,0,80.26129665,0,395.429547,1,119.5768704,1.8,1.3,0.950273056,1.402253044,-8.681249912,-43.23188106,7.544799397,0,3509.262002
3.01,73.42064194,1.281243881,45.75,4.54561721,1,3.2,3070.018546,120,51.73527904,963.9364381,375.4366711,0,80.15269682,0,324.6381455,1,119.5768704,1.8,1.3,0.937508623,-0.154971514,-13.26673603,-43.40166115,7.592687612,0,3514.536438
3.02,73.62087465,1.228525995,46,4.537411753,1,3.2,3078.391098,120,51.87637145,969.2013007,377.4872445,0,80.0442941,0,340.4180609,1,119.5768704,1.8,1.3,0.835869997,-1.193276361,-8.870113301,-43.56792728,7.639624669,0,3519.801301
3.03,73.62087465,1.228525995,46,4.537411753,1,3.2,3078.391098,120,51.87637145,969.2013007,377.4872445,0,80.0442941,0,340.4180609,1,119.5768704,1.8,1.3,0.835869997,-1.193276361,-8.870113301,-43.56792728,7.639624669,0,3519.801301
3.04,73.82020231,1.095402339,46.25,4.52922119,1,3.2,3086.725806,120,52.01682612,974.4566078,379.5340963,0,79.93608814,0,383.859061,1,119.5768704,1.8,1.3,0.711610409,-1.778491749,-5.01305903,-43.72447711,7.684118798,0,3525.056608
3.05,74.01863292,0.989336798,46.5,4.521045492,1,3.2,3095.023004,120,52.15664869,979.7023777,381.5772335,0,79.82807854,0,427.300061,1,119.5768704,1.8,1.3,0.562168151,-2.251857226,-4.065911492,-43.87130479,7.72619409,0,3530.302378
3.06,74.21617434,0.902838445,46.75,4.512884632,1,3.2,3103.283022,120,52.2958447,984.9386282,383.616663,0,79.72026495,0,470.7410611,1,119.5768704,1.8,1.3,0.383567522,-2.744790122,-4.245364368,-44.00840575,7.765869323,0,3535.538628
3.07,74.41283434,0.830947856,47,4.50473858,1,3.2,3111.506185,120,52.43441963,990.1653774,385.652392,0,79.61264698,0,514.1820612,1,119.5768704,1.8,1.3,0.170078023,-1.183228083,13.48478155,-44.1357764,7.803159405,0,3540.765377
3.08,74.41283434,0.830947856,47,4.50473858,1,3.2,3111.506185,120,52.43441963,990.1653774,385.652392,0,79.61264698,0,514.1820612,1,119.5768704,1.8,1.3,0.170078023,-1.183228083,13.48478155,-44.1357764,7.803159405,0,3540.765377
3.09,74.60862057,0.770251039,47.25,4.49660731,1,3.2,3119.692811,120,52.57237885,995.3826433,387.6844274,0,79.50522428,0,557.6230613,1,119.5768704,1.8,1.3,-0.086407256,-1.519955054,-2.915492033,-44.25341384,7.838076332,0,3545.982643
3.1,74.80354054,0.71832097,47.5,4.488490794,1,3.2,3127.843215,120,52.70972768,1000.590444,389.7127761,0,79.39799647,0,601.0640613,1,119.5768704,1.8,1.3,0.067702892,0.255824947,15.41573654,-44.36131571,7.87062985,0,3551.190444
3.11,74.99760168,0.749852607,47.75,4.480389003,1,3.2,3135.957708,120,52.84647134,1005.788796,391.7374451,0,79.29096319,0,578.7804372,1,119.5768704,1.8,1.3,0.079092144,0.190728191,-0.566588306,-44.47421978,7.904361453,0,3556.388796
3.12,75.1908113,0.75372114,48,4.472301909,1,3.2,3144.036596,120,52.98261498,1010.977719,393.7584414,0,79.18412406,0,578.7804372,1,119.5768704,1.8,1.3,0.090481519,0.169302095,-0.186971981,-44.58712932,7.938070242,0,3561.577719
3.13,75.3831766,0.757582657,48.25,4.464229485,1,3.2,3152.080179,120,53.11816369,1016.15723,395.7757718,0,79.07747873,0,578.7804372,1,119.5768704,1.8,1.3,0.101871018,0.162431704,-0.06010801,-44.70004431,7.971756216,0,3566.75723
3.14,75.3831766,0.757582657,48.25,4.464229485,1,3.2,3152.080179,120,53.11816369,1016.15723,395.7757718,0,79.07747873,0,578.7804372,1,119.5768704,1.8,1.3,0.101871018,0.162431704,-0.06010801,-44.70004431,7.971756216,0,3566.75723
3.15,75.5747047,0.761437169,48.5,4.456171704,1,3.2,3160.088756,120,53.25312246,1021.327347,397.7894433,0,78.97102683,0,578.7804372,1,119.5768704,1.8,1.3,0.11326064,8.043143776,69.1235451,-44.81296475,8.005419374,0,3571.927347
3.16,75.76540259,0.765284691,48.75,4.448128538,1,3.2,3168.062617,120,53.38749623,1026.488086,399.7994627,0,78.86476799,0,578.7804372,1,119.5768704,1.8,1.3,0.124650385,2.734176625,-46.68448858,-44.92589065,8.039059715,0,3577.088086
3.17,75.95527717,0.769125235,49,4.440099959,1,3.2,3176.002053,120,53.52128986,1031.639467,401.8058369,0,78.75870185,0,578.7804372,1,119.5768704,1.8,1.3,1.821509475,8.847398629,53.89236114,-45.03882199,8.072677238,0,3582.239467
3.18,76.14433524,0,49.25,4.43208594,1,3.2,3183.907348,120,53.65450815,1036.781506,403.8085728,0,100,0,0,1,0,1.3,1.8,1.821508268,2.949127215,-52.12773015,-45.28160629,8.137188281,0,3587.381506
3.19,76.33258352,0,49.5,4.424086454,1,3.2,3191.778781,120,53.78715582,1041.914221,405.8076771,0,100,0,0,1,0,1.3,1.8,1.821509475,0.98304808,-17.41905949,-45.52439059,8.201699323,0,3592.514221
3.2,76.52002862,0,49.75,4.416101473,1,3.2,3199.616631,120,53.91923754,1047.03763,407.8031567,0,100,0,0,1,0,1.3,1.8,1.821509475,0.327688411,-5.820707581,-45.76717489,8.266210366,0,3597.63763
3.21,76.52002862,0,49.75,4.416101473,1,3.2,3199.616631,120,53.91923754,1047.03763,407.8031567,0,100,0,0,1,0,1.3,1.8,1.821509475,0.327688411,-5.820707581,-45.76717489,8.266210366,0,3597.63763
3.22,76.70667707,0,50,4.40813097,1,3.2,3207.421169,120,54.0507579,1052.15175,409.7950184,0,100,0,0,1,0,1.3,1.8,1.821509475,0.109223739,-1.945102303,-46.00995918,8.330721409,0,3602.75175
3.23,76.89253529,0,50.25,4.400174918,1,3.2,3215.192664,120,54.18172144,1057.256598,411.7832689,0,100,0,0,1,0,1.3,1.8,1.821510683,4.132244793,35.90637675,-46.25274348,8.395232451,0,3607.856598
3.24,77.07760964,0,50.5,4.39223329,1,3.2,3222.931383,120,54.31213262,1062.352191,413.7679151,0,100,0,0,1,0,1.3,1.8,1.821509475,1.267844551,-25.62736715,-46.49552778,8.459743494,0,3612.952191
3.25,77.26190637,0,50.75,4.38430606,1,3.2,3230.637586,120,54.44199587,1067.438548,415.7489635,0,100,0,0,1,0,1.3,1.8,2.682362129,4.408621594,28.16770437,-46.73831208,8.524254536,0,3618.038548
3.26,77.44543166,-0.316838983,51,4.376393199,1,3.2,3238.311532,120,54.57131553,1072.515685,417.7264211,0,77.9170668,0,-1460.656171,1,119.5768704,1.8,1.3,2.659389006,1.249892781,-28.39643826,-47.3088103,8.666702611,0,3623.115685
3.27,77.62819161,-0.318336135,51.25,4.368494681,1,3.2,3245.953476,120,54.70009589,1077.58362,419.7002945,0,77.81271881,0,-1460.656171,1,119.5768704,1.8,1.3,2.636415984,0.196465803,-9.492625548,-47.87925389,8.809380051,0,3628.18362
3.28,77.62819161,-0.318336135,51.25,4.368494681,1,3.2,3245.953476,120,54.70009589,1077.58362,419.7002945,0,77.81271881,0,-1460.656171,1,119.5768704,1.8,1.3,2.636415984,0.196465803,-9.492625548,-47.87925389,8.809380051,0,3628.18362
3.29,77.81019221,-0.319830574,51.5,4.360610479,1,3.2,3253.563669,120,54.82834119,1082.642369,421.6705903,0,77.70855994,0,-1460.656171,1,119.5768704,1.8,1.3,2.613443064,-0.155191739,-3.176329247,-48.44964276,8.952286836,0,3633.242369
3.3,77.99143941,-0.321322304,51.75,4.352740567,1,3.2,3261.142358,120,54.9560556,1087.69195,423.6373154,0,77.60458984,0,-1460.656171,1,119.5768704,1.8,1.3,2.590470245,-0.272923994,-1.065903921,-49.0199768,9.095422942,0,3638.29195
3.31,78.17193906,-0.322811331,52,4.344884918,1,3.2,3268.68979,120,55.08324326,1092.73238,425.6004762,0,77.50080816,0,-1460.656171,1,119.5768704,1.8,1.3,2.567497529,-4.473772166,-38.12150429,-49.59025594,9.238788349,0,3643.33238
3.32,78.35169692,-0.324297659,52.25,4.337043506,1,3.2,3276.206204,120,55.20990823,1097.763676,427.5600795,0,77.39721455,0,-1460.656171,1,119.5768704,1.8,1.3,2.544524913,-1.602110098,26.11982873,-50.16048008,9.382383033,0,3648.363676
3.33,78.53071871,-0.325781295,52.5,4.329216303,1,3.2,3283.69184,120,55.33605453,1102.785855,429.516132,0,77.29380865,0,-1460.656171,1,119.5768704,1.8,1.3,1.661204615,-4.806236962,-29.21085161,-50.73064912,9.526206974,0,3653.385855
3.34,78.70901005,0,52.75,4.321403283,1,3.2,3291.146933,120,55.46168612,1107.798934,431.4686401,0,100,0,0,1,0,1.3,1.8,1.661204615,-1.602078987,29.27787826,-50.97326954,9.591401756,0,3658.398934
3.35,78.70901005,0,52.75,4.321403283,1,3.2,3291.146933,120,55.46168612,1107.798934,431.4686401,0,100,0,0,1,0,1.3,1.8,1.661204615,-1.602078987,29.27787826,-50.97326954,9.591401756,0,3658.398934
3.36,78.88657648,0,53,4.31360442,1,3.2,3298.571715,120,55.58680691,1112.80293,433.4176106,0,100,0,0,1,0,1.3,1.8,1.661204615,-0.534026329,9.781449655,-51.21588997,9.656596539,0,3663.40293
3.37,79.0634235,0,53.25,4.305819688,1,3.2,3305.966415,120,55.71142077,1117.797861,435.36305,0,100,0,0,1,0,1.3,1.8,1.661204615,-0.178014682,3.267784614,-51.45851039,9.721791322,0,3668.397861
3.38,79.23955651,0,53.5,4.29804906,1,3.2,3313.33126,120,55.83553152,1122.783741,437.3049649,0,100,0,0,1,0,1.3,1.8,1.661204615,-0.059338227,1.091757763,-51.70113081,9.786986105,0,3673.383741
3.39,79.41498086,0,53.75,4.290292509,1,3.2,3320.666472,120,55.95914291,1127.76059,439.2433618,0,100,0,0,1,0,1.3,1.8,1.661203408,2.240206362,21.20166558,-51.94375123,9.852180887,0,3678.36059
3.4,79.58970183,0,54,4.282550011,1,3.2,3327.972273,120,56.08225867,1132.728423,441.1782473,0,100,0,0,1,0,1.3,1.8,1.661203408,0.485686799,-16.21237943,-52.18637165,9.91737567,0,3683.328423
3.41,79.76372461,0,54.25,4.274821538,1,3.2,3335.248881,120,56.20488246,1137.687257,443.1096279,0,100,0,0,1,0,1.3,1.8,2.121210976,2.155015995,15.45912737,-52.42899207,9.982570453,0,3688.287257
3.42,79.93705437,-1.079391892,54.5,4.267107064,1,3.2,3342.496509,120,56.32701791,1142.637109,445.0375101,0,76.47327746,0,-456.7853097,1,119.5768704,1.8,1.3,2.068192035,0.184282239,-18.29024359,-52.77405197,10.07232778,0,3693.237109
3.43,80.10969617,-1.116626235,54.75,4.259406564,1,3.2,3349.715372,120,56.4486686,1147.577995,446.9619004,0,76.37154537,0,-443.4629487,1,119.5768704,1.8,1.3,2.014108046,-0.484930204,-6.224410936,-53.11606127,10.16162956,0,3698.177995
3.44,80.10969617,-1.116626235,54.75,4.259406564,1,3.2,3349.715372,120,56.4486686,1147.577995,446.9619004,0,76.37154537,0,-443.4629487,1,119.5768704,1.8,1.3,2.014108046,-0.484930204,-6.224410936,-53.11606127,10.16162956,0,3698.177995
3.45,80.28165504,-1.156158053,55,4.251720012,1,3.2,3356.905679,120,56.56983807,1152.509933,448.8828053,0,76.26999753,0,-430.1405877,1,119.5768704,1.8,1.3,1.958899674,-0.72098994,-2.200356797,-53.45501957,10.25047656,0,3703.109933
3.46,80.45293594,-1.198207659,55.25,4.244047381,1,3.2,3364.067636,120,56.69052981,1157.432938,450.8002312,0,76.16863361,0,-416.8182267,1,119.5768704,1.8,1.3,1.902502249,-0.813417342,-0.86338236,-53.79092641,10.3388697,0,3708.032938
3.47,80.62354375,-1.243024464,55.5,4.236388646,1,3.2,3371.201449,120,56.81074726,1162.347028,452.7141847,0,76.06745326,0,-403.4958657,1,119.5768704,1.8,1.3,1.844845086,-0.699306505,1.068205709,-54.12378128,10.42681014,0,3712.947028
3.48,80.79348331,-1.29089194,55.75,4.228743782,1,3.2,3378.30732,120,56.93049384,1167.252218,454.6246721,0,75.96645614,0,-390.1735046,1,119.5768704,1.8,1.3,1.785850698,-0.650883615,0.454253933,-54.45358361,10.51429925,0,3717.852218
3.49,80.9627594,-1.342133646,56,4.221112762,1,3.2,3385.385449,120,57.04977291,1172.148526,456.5316999,0,75.86564191,0,-376.8511436,1,119.5768704,1.8,1.3,1.757412468,-0.474022828,1.66262381,-54.78033274,10.60133861,0,3722.748526
3.5,81.13137675,-1.23964255,56.25,4.21349556,1,3.2,3392.436033,120,57.1685878,1177.035968,458.4352744,0,75.76501023,0,-409.7096709,1,119.5768704,1.8,1.3,1.732564959,-0.390278789,0.7889061,-55.11436453,10.69049552,0,3727.635968
3.51,81.29934001,-1.146895405,56.5,4.205892152,1,3.2,3399.459266,120,57.28694179,1181.91456,460.3354021,0,75.66456077,0,-444.677572,1,119.5768704,1.8,1.3,1.709555679,-0.347661421,0.402310689,-55.45615226,10.78188137,0,3732.51456
3.52,81.46665379,-1.067663522,56.75,4.198302511,1,3.2,3406.455343,120,57.40483814,1186.784319,462.2320894,0,75.56429319,0,-479.6454731,1,119.5768704,1.8,1.3,1.688017124,-0.321639871,0.246153658,-55.80569679,10.87549163,0,3737.384319
3.53,81.63332265,-0.999191836,57,4.190726612,1,3.2,3413.424452,120,57.52228004,1191.64526,464.1253426,0,75.46420715,0,-514.6133742,1,119.5768704,1.8,1.3,1.667667265,-0.303391813,0.172974719,-56.16299864,10.97132331,0,3742.24526
3.54,81.63332265,-0.999191836,57,4.190726612,1,3.2,3413.424452,120,57.52228004,1191.64526,464.1253426,0,75.46420715,0,-514.6133742,1,119.5768704,1.8,1.3,1.667667265,-0.303391813,0.172974719,-56.16299864,10.97132331,0,3742.24526
3.55,81.79935109,-0.939426459,57.25,4.18316443,1,3.2,3420.366783,120,57.63927067,1196.497401,466.0151681,0,75.36430231,0,-549.5812753,1,119.5768704,1.8,1.3,1.648286405,-0.289499304,0.13195756,-56.52805803,11.06937464,0,3747.097401
3.56,81.96474354,-0.886804962,57.5,4.17561594,1,3.2,3427.282521,120,57.75581317,1201.340757,467.9015721,0,75.26457835,0,-584.5491764,1,119.5768704,1.8,1.3,1.629701208,-0.432287722,-1.3590297,-56.90087498,11.16964479,0,3751.940757
3.57,82.12950442,-0.840117672,57.75,4.168081115,1,3.2,3434.171849,120,57.87191063,1206.175346,469.7845611,0,75.16503492,0,-619.5170775,1,119.5768704,1.8,1.3,1.61177339,-0.415679255,0.158395463,-57.2814493,11.27213369,0,3756.775346
3.58,82.29363805,-0.798413441,58,4.160559931,1,3.2,3441.034951,120,57.98756611,1211.001182,471.6641413,0,75.06567169,0,-654.4849786,1,119.5768704,1.8,1.3,1.564049886,-0.561661871,-1.395039329,-57.66978069,11.37684191,0,3761.601182
3.59,82.45714875,-0.832770357,58.25,4.153052363,1,3.2,3447.872004,120,58.10278263,1215.818282,473.5403191,0,74.96648834,0,-629.9794277,1,119.5768704,1.8,1.3,1.52844323,-0.549533451,0.116133249,-58.0525739,11.48039894,0,3766.418282
3.6,82.62004074,-0.835499836,58.5,4.145558385,1,3.2,3454.683187,120,58.21756319,1220.626663,475.4131007,0,74.86748452,0,-630.4046951,1,119.5768704,1.8,1.3,1.492852058,-0.546048681,0.033434022,-58.43540124,11.58422056,0,3771.226663
3.61,82.78231822,-0.838219682,58.75,4.138077972,1,3.2,3461.468675,120,58.33191075,1225.42634,477.2824924,0,74.76865991,0,-630.8299626,1,119.5768704,1.8,1.3,1.457276348,-0.545442023,0.005831967,-58.81826255,11.68830675,0,3776.02634
3.62,82.94398536,-0.840929924,59,4.1306111,1,3.2,3468.228642,120,58.44582823,1230.217329,479.1485005,0,74.67001417,0,-631.25523,1,119.5768704,1.8,1.3,1.42171608,-0.545791656,-0.003367719,-59.20115768,11.7926575,0,3780.817329
3.63,83.10504623,-0.843630594,59.25,4.123157742,1,3.2,3474.963259,120,58.55931851,1234.999647,481.0111311,0,74.57154697,0,-631.6804975,1,119.5768704,1.8,1.3,1.386171233,-0.426139177,1.154762598,-59.58408647,11.89727279,0,3785.599647
3.64,83.26550491,-0.846321721,59.5,4.115717875,1,3.2,3481.672695,120,58.67238446,1239.77331,482.8703906,0,74.473258,0,-632.1057649,1,119.5768704,1.8,1.3,1.350641784,-0.385090339,0.396930409,-59.96704877,12.00215258,0,3790.37331
3.65,83.4253654,-0.849003335,59.75,4.108291474,1,3.2,3488.357119,120,58.7850289,1244.538333,484.7262851,0,74.37514691,0,-632.5310324,1,119.5768704,1.8,1.3,1.33853655,-0.250092977,1.307905933,-60.35004442,12.10729686,0,3795.138333
3.66,83.4253654,-0.849003335,59.75,4.108291474,1,3.2,3488.357119,120,58.7850289,1244.538333,484.7262851,0,74.37514691,0,-632.5310324,1,119.5768704,1.8,1.3,1.33853655,-0.250092977,1.307905933,-60.35004442,12.10729686,0,3795.138333
3.67,83.58463167,-0.794276001,60,4.100878513,1,3.2,3495.016695,120,58.89725462,1249.294732,486.5788209,0,74.27721338,0,-678.6977729,1,119.5768704,1.8,1.3,1.326733959,-0.202842517,0.458659368,-60.74328692,12.21534357,0,3799.894732
3.68,83.74330763,-0.746694014,60.25,4.093478967,1,3.2,3501.651589,120,59.00906439,1254.042524,488.4280041,0,74.17945708,0,-724.6904688,1,119.5768704,1.8,1.3,1.315199901,-0.185357047,0.170055172,-61.14673685,12.32628424,0,3804.642524
3.69,83.90139717,-0.704786396,60.5,4.086092813,1,3.2,3508.261962,120,59.12046094,1258.781724,490.2738409,0,74.08187768,0,-770.6831647,1,119.5768704,1.8,1.3,1.30384483,-0.178514021,0.066678284,-61.56039346,12.44012112,0,3809.381724
3.7,84.05890411,-0.667594465,60.75,4.078720026,1,3.2,3514.847974,120,59.23144698,1263.512347,492.1163375,0,73.98447487,0,-816.6758606,1,119.5768704,1.8,1.3,1.292601101,-0.175765851,0.026828656,-61.9842559,12.55685698,0,3814.112347
3.71,84.21583226,-0.634363986,61,4.07136058,1,3.2,3521.409784,120,59.34202517,1268.234411,493.9555,0,73.88724831,0,-862.6685564,1,119.5768704,1.8,1.3,1.281417421,-0.336239084,-1.569540172,-62.4183232,12.67649501,0,3818.834411
3.72,84.37218537,-0.604493431,61.25,4.064014451,1,3.2,3527.94755,120,59.45219815,1272.94793,495.7913346,0,73.79019768,0,-908.6612523,1,119.5768704,1.8,1.3,1.270254835,-0.43782017,-0.995388698,-62.8625943,12.79903873,0,3823.54793
3.73,84.52796714,-0.577497189,61.5,4.056681615,1,3.2,3534.461425,120,59.56196856,1277.65292,497.6238474,0,73.69332265,0,-954.6539482,1,119.5768704,1.8,1.3,1.22808632,-0.645831888,-2.042082137,-63.31706809,12.92449194,0,3828.25292
3.74,84.68318125,-0.602709329,61.75,4.049362047,1,3.2,3540.951564,120,59.67133896,1282.349397,499.4530445,0,73.59662291,0,-918.081876,1,119.5768704,1.8,1.3,1.176778696,-0.777174876,-1.291794488,-63.76332477,13.04803044,0,3832.949397
3.75,84.83783132,-0.644391661,62,4.042055723,1,3.2,3547.418119,120,59.78031192,1287.037377,501.278932,0,73.50009813,0,-861.8351506,1,119.5768704,1.8,1.3,1.123162407,-0.849014155,-0.707856522,-64.19697674,13.16849773,0,3837.637377
3.76,84.99192096,-0.691890028,62.25,4.034762618,1,3.2,3553.86124,120,59.88888998,1291.716874,503.101516,0,73.40374798,0,-805.5884252,1,119.5768704,1.8,1.3,1.066986859,-0.904244277,-0.545194752,-64.61802531,13.28588837,0,3842.316874
3.77,85.14545372,-0.746514118,62.5,4.027482709,1,3.2,3560.281075,120,59.99707563,1296.387906,504.9208025,0,73.30757216,0,-749.3416997,1,119.5768704,1.8,1.3,1.007959048,-0.957757103,-0.529202201,-65.02647174,13.40019716,0,3846.987906
3.78,85.29843311,-0.809998763,62.75,4.02021597,1,3.2,3566.677772,120,60.10487136,1301.050487,506.7367977,0,73.21157033,0,-693.0949743,1,119.5768704,1.8,1.3,0.945732952,-1.015274891,-0.569835818,-65.42231716,13.51141928,0,3851.650487
3.79,85.45086262,-0.884691678,63,4.012962378,1,3.2,3573.051475,120,60.21227961,1305.704633,508.5495076,0,73.11574218,0,-636.8482489,1,119.5768704,1.8,1.3,0.879895178,-0.884695216,1.295993265,-65.80556259,13.61955036,0,3856.304633
3.8,85.60274569,-0.973850333,63.25,4.005721909,1,3.2,3579.40233,120,60.31930282,1310.35036,510.3589382,0,73.02008738,0,-580.6015235,1,119.5768704,1.8,1.3,0.809945087,-0.989675782,-1.04378601,-66.17620889,13.72458661,0,3860.95036
3.81,85.75408572,-1.082129893,63.5,3.998494538,1,3.2,3585.730478,120,60.42594339,1314.987682,512.1650955,0,72.92460563,0,-524.354798,1,119.5768704,1.8,1.3,0.772169205,-0.870862952,1.183415203,-66.53425671,13.826525,0,3865.587682
3.82,85.75408572,-1.082129893,63.5,3.998494538,1,3.2,3585.730478,120,60.42594339,1314.987682,512.1650955,0,72.92460563,0,-524.354798,1,119.5768704,1.8,1.3,0.772169205,-0.870862952,1.183415203,-66.53425671,13.826525,0,3865.587682
3.83,85.90488609,-1.076871896,63.75,3.991280241,1,3.2,3592.036061,120,60.53220369,1319.616616,513.9679856,0,72.82929659,0,-528.769855,1,119.5768704,1.8,1.3,0.710619976,-0.974850105,-1.037577672,-66.89322059,13.92898011,0,3870.216616
3.84,86.05515014,-1.158853753,64,3.984078994,1,3.2,3598.319218,120,60.63808607,1324.237176,515.7676145,0,72.73415996,0,-493.08308,1,119.5768704,1.8,1.3,0.646246322,-1.044683669,-0.698020509,-67.24416812,14.02955504,0,3874.837176
3.85,86.20488117,-1.253620432,64.25,3.976890774,1,3.2,3604.580087,120,60.74359286,1328.849379,517.5639881,0,72.63919542,0,-457.3963049,1,119.5768704,1.8,1.3,0.5787104,-1.107704567,-0.631026442,-67.58709914,14.12824966,0,3879.449379
3.86,86.35408244,-1.364417657,64.5,3.969715556,1,3.2,3610.818805,120,60.84872637,1333.453239,519.3571124,0,72.54440265,0,-421.7095298,1,119.5768704,1.8,1.3,0.507604526,-1.174081521,-0.665786962,-67.92201327,14.22506465,0,3884.053239
3.87,86.50275721,-1.49569139,64.75,3.962553317,1,3.2,3617.035508,120,60.95348888,1338.048772,521.1469934,0,72.44978134,0,-386.0227548,1,119.5768704,1.8,1.3,0.432429061,-0.982174758,1.928231893,-68.24890985,14.32000173,0,3888.648772
3.88,86.65090866,-1.653699134,65,3.955404032,1,3.2,3623.230328,120,61.05788264,1342.635993,522.9336371,0,72.35533117,0,-350.3359797,1,119.5768704,1.8,1.3,0.352560595,-0.924101431,0.584511107,-68.56778781,14.41306389,0,3893.235993
3.89,86.79853997,-1.847537236,65.25,3.948267679,1,3.2,3629.403399,120,61.16190988,1347.214917,524.7170493,0,72.26105182,0,-314.6492047,1,119.5768704,1.8,1.3,0.317021642,-0.65410583,2.722174226,-68.87864562,14.50425586,0,3897.814917
3.9,86.94565428,-1.68553445,65.5,3.941144232,1,3.2,3635.554853,120,61.26557282,1351.785559,526.497236,0,72.16694299,0,-346.0613718,1,119.5768704,1.8,1.3,0.285248562,-0.53282902,1.224831351,-69.19640203,14.59768567,0,3902.385559
3.91,87.0922547,-1.548181023,65.75,3.934033669,1,3.2,3641.684818,120,61.36887366,1356.347935,528.2742031,0,72.07300437,0,-378.0352752,1,119.5768704,1.8,1.3,0.256185762,-0.468877514,0.646970931,-69.52118448,14.69337705,0,3906.947935
3.92,87.23834429,-1.432241483,66,3.926935966,1,3.2,3647.793424,120,61.47181455,1360.902061,530.0479566,0,71.97923563,0,-410.0091786,1,119.5768704,1.8,1.3,0.229297014,-0.428538406,0.408782152,-69.85299485,14.79132202,0,3911.502061
3.93,87.38392612,-1.333068479,66.25,3.9198511,1,3.2,3653.880798,120,61.57439764,1365.44795,531.8185022,0,71.88563647,0,-441.9830821,1,119.5768704,1.8,1.3,0.204174404,-0.432682585,-0.042066079,-70.19183444,14.89151481,0,3916.04795
3.94,87.52900319,-1.247268732,66.5,3.912779046,1,3.2,3659.947067,120,61.67662506,1369.985618,533.585846,0,71.79220658,0,-473.9569855,1,119.5768704,1.8,1.3,0.180502066,-0.489547373,-0.578177361,-70.53770414,14.99395129,0,3920.585618
3.95,87.6735785,-1.17230676,66.75,3.905719781,1,3.2,3665.992354,120,61.77849891,1374.51508,535.3499937,0,71.69894564,0,-505.9308889,1,119.5768704,1.8,1.3,0.151897883,-0.535716173,-0.470204391,-70.89060447,15.09862865,0,3925.11508
3.96,87.81765499,-1.128295313,67,3.898673283,1,3.2,3672.016783,120,61.88002128,1379.036352,537.1109512,0,71.60585336,0,-527.3948518,1,119.5768704,1.8,1.3,0.111685089,-0.614540027,-0.804104523,-71.24820123,15.20489332,0,3929.636352
3.97,87.96123559,-1.131987822,67.25,3.891639526,1,3.2,3678.020478,120,61.98119422,1383.549448,538.8687244,0,71.51292941,0,-527.3948518,1,119.5768704,1.8,1.3,0.071472781,-0.641522176,-0.275704896,-71.60572765,15.31141025,0,3934.149448
