time,speed,engineSpeed,power
5.33,56.1729661,2348.82239,39.58183964
5.34,56.47054441,2361.265361,39.79152586
5.35,56.76601957,2373.620391,39.99973012
5.36,56.76601957,2373.620391,39.99973012
5.37,57.05942549,2385.888898,40.2064763
5.38,57.35079514,2398.072259,40.41178763
5.39,57.35079514,2398.072259,40.41178763
5.4,57.64016058,2410.171817,40.61568672
5.41,57.92755303,2422.188875,40.81819555
5.42,57.92755303,2422.188875,40.81819555
5.43,58.21300287,2434.124705,41.01933554
5.44,58.21300287,2434.124705,41.01933554
5.45,58.49653968,2445.980544,41.21912753
5.46,58.7781923,2457.757596,41.41759183
5.47,58.7781923,2457.757596,41.41759183
5.48,59.05798878,2469.457036,41.61474823
5.49,59.33595651,2481.080008,41.810616
5.5,59.33595651,2481.080008,41.810616
5.51,59.61212214,2492.627627,42.00521395
5.52,59.8865117,2504.100982,42.1985604
5.53,59.8865117,2504.100982,42.1985604
5.54,60.15915056,2515.501132,42.39067324
5.55,60.43006347,2526.829113,42.58156989
5.56,60.43006347,2526.829113,42.58156989
5.57,60.69927459,2538.085936,42.77126739
5.58,60.96680749,2549.272585,42.95978235
5.59,60.96680749,2549.272585,42.95978235
5.6,61.23268519,2560.390024,43.14713099
5.61,61.49693019,2571.439192,43.33332915
5.62,61.49693019,2571.439192,43.33332915
5.63,61.75956444,2582.421008,43.51839231
5.64,62.02060939,2593.33637,43.70233559
5.65,62.28008602,2604.186153,43.88517376
5.66,62.28008602,2604.186153,43.88517376
5.67,62.53801482,2614.971216,44.06692126
5.68,62.79441583,2625.692395,44.24759222
5.69,62.79441583,2625.692395,44.24759222
5.7,63.04930866,2636.350511,44.42720045
5.71,63.30271245,2646.946364,44.60575945
5.72,63.30271245,2646.946364,44.60575945
5.73,63.55464598,2657.480739,44.78328243
5.74,63.80512757,2667.954403,44.95978232
5.75,64.0541752,2678.368107,45.13527177
5.76,64.0541752,2678.368107,45.13527177
5.77,64.30180643,2688.722586,45.30976318
5.78,64.54803848,2699.018559,45.48326866
5.79,64.54803848,2699.018559,45.48326866
5.8,64.79288821,2709.256732,45.6558001
5.81,65.03637211,2719.437793,45.82736911
5.82,65.27850635,2729.562421,45.99798711
5.83,65.27850635,2729.562421,45.99798711
5.84,65.51930678,2739.631275,46.16766524
5.85,65.75878892,2749.645007,46.33641445
5.86,65.75878892,2749.645007,46.33641445
5.87,65.996968,2759.604252,46.50424547
5.88,66.23385891,2769.509634,46.67116879
5.89,66.4694763,2779.361765,46.83719474
5.9,66.4694763,2779.361765,46.83719474
5.91,66.7038345,2789.161244,47.0023334
5.92,66.93694757,2798.908659,47.1665947
5.93,67.16882932,2808.604587,47.32998835
5.94,67.16882932,2808.604587,47.32998835
5.95,67.39949328,2818.249594,47.4925239
5.96,67.62895273,2827.844236,47.6542107
5.97,67.85722071,2837.389058,47.81505794
5.98,67.85722071,2837.389058,47.81505794
5.99,68.08431001,2846.884594,47.97507464
6,68.31023319,2856.33137,48.13426963
6.01,68.53500259,2865.729901,48.29265162
6.02,68.53500259,2865.729901,48.29265162
6.03,68.75863031,2875.080694,48.45022914
6.04,68.98112823,2884.384247,48.60701056
6.05,69.20250806,2893.641046,48.76300411
6.06,69.20250806,2893.641046,48.76300411
6.07,69.42278125,2902.851573,48.91821789
6.08,69.64195908,2912.016298,49.07265983
6.09,69.86005264,2921.135685,49.22633774
6.1,70.0770728,2930.210189,49.37925929
6.11,70.0770728,2930.210189,49.37925929
6.12,70.29303027,2939.240258,49.53143203
6.13,70.50793556,2948.226331,49.68286335
6.14,70.72179902,2957.16884,49.83356056
6.15,70.72179902,2957.16884,49.83356056
6.16,70.93463082,2966.068212,49.98353082
6.17,71.14644095,2974.924863,50.13278116
6.18,71.35723924,2983.739205,50.28131853
6.19,71.56703538,2992.511643,50.42914972
6.2,71.56703538,2992.511643,50.42914972
6.21,71.77583886,3001.242575,50.57628146
6.22,71.98365907,3009.932391,50.72272034
6.23,72.19050519,3018.581477,50.86847284
6.24,72.39638631,3027.190212,51.01354535
6.25,72.39638631,3027.190212,51.01354535
6.26,72.60131133,3035.758968,51.15794416
6.27,72.80528904,3044.288114,51.30167545
6.28,73.00832809,3052.77801,51.44474532
6.29,73.21043697,3061.229013,51.58715976
6.3,73.41162407,3069.641472,51.72892467
6.31,73.41162407,3069.641472,51.72892467
6.32,73.61189763,3078.015732,51.87004586
